ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Aggregated,0.98,0.02,0.0,872.9235558911157,790.5534841796139,856.2871390913319,795.6318641448975
1,2,Negative,0.0,0.02,0.98,87.35662619643296,87.58288025061779,84.35989919089144,86.45344581063699
1,3,Negative,0.0,0.02,0.98,86.99932194352772,84.44131714364437,83.8222727586537,86.3713118016289
1,4,Aggregated,0.68,0.32,0.0,782.1769875362534,770.7285348238365,780.2940822158225,775.7594447888096
1,5,Aggregated,0.87,0.12,0.01,2320.8896007726544,2313.899556622965,2325.1872025907924,2252.4913306244243
1,6,Negative,0.0,0.02,0.98,89.92713758314619,90.10066153431092,92.15355999346622,91.14428820934904
1,7,Negative,0.0,0.02,0.98,80.88831214516307,81.62284792723455,82.9336027201038,82.16608570835604
1,8,Negative,0.0,0.02,0.98,94.18192371302484,92.27182437002692,92.297997011069,92.62906064585452
1,9,Negative,0.0,0.02,0.98,81.47292341323106,81.74259207199958,81.87721864667952,80.98714688033937
1,10,Negative,0.0,0.02,0.98,89.11524703313376,89.50997502847343,88.37920148343011,89.5835254264897
1,11,Negative,0.0,0.02,0.98,91.96175625661044,91.7713976401435,91.77077339117368,91.48290418243266
1,12,Aggregated,0.75,0.25,0.0,1016.4084664437224,1003.072857285687,1018.1351454203505,979.5728119804536
1,13,Negative,0.01,0.02,0.97,86.66122354239343,87.0372549508109,84.83118230330598,85.84895158279096
1,14,Negative,0.01,0.02,0.97,89.56874553060516,89.09345116107005,89.78493666045392,90.56311942259448
1,15,Negative,0.01,0.02,0.97,85.45164662446052,87.19456284696776,86.25272867977583,86.7260089968583
1,16,Aggregated,0.71,0.28,0.01,955.9925803031856,948.400259267808,962.3981775027552,938.0782954072374
1,17,Aggregated,0.78,0.22,0.0,3557.301391749288,3288.4811090754756,3688.655570111686,3394.152303079878
1,18,Negative,0.0,0.02,0.98,91.51985574607691,91.33304757933148,92.01892606878852,93.69575098067412
1,19,Aggregated,0.59,0.4,0.01,738.2785137465526,727.0392782419312,729.213310800123,725.7351067430563
1,20,Negative,0.02,0.07,0.91,104.43106890157104,102.02939541108252,103.7514302561832,104.0895031946531
1,21,Negative,0.02,0.01,0.97,89.38607960844956,89.56425796695424,89.61849805166588,89.85784361957553
1,22,Aggregated,0.58,0.42,0.0,1040.135027099329,1028.5324826309552,1041.651529031532,1035.291451782552
1,23,Negative,0.0,0.02,0.98,94.95565415621304,93.12334025207764,93.5318820655151,93.21103173217216
1,24,Aggregated,0.81,0.19,0.0,5510.48180752366,5181.666451828798,5467.189619869303,4993.520872675575
1,25,Homogenous,0.14,0.85,0.01,357.5654674640937,354.77686913716775,358.609865219913,354.48666211623276
1,26,Negative,0.0,0.02,0.98,92.74011081787609,92.60461028388391,92.51994147354048,92.24989764693925
1,27,Negative,0.01,0.02,0.97,87.39135846208069,87.00370940549078,87.0637497773937,88.24918315692452
1,28,Negative,0.0,0.02,0.98,88.97145847842893,87.37660381697566,86.75312453180652,89.32533515593792
1,29,Negative,0.0,0.02,0.98,93.25724014333338,94.459533046878,93.21717862907587,90.71861663633564
1,30,Negative,0.01,0.02,0.97,95.7649405360421,97.71649608402016,98.72421815365452,96.16185862980176
1,31,Homogenous,0.5,0.5,0.0,922.1530911094688,916.2350371152344,926.8665196040728,913.2756334043206
1,32,Negative,0.0,0.04,0.96,98.23302583184392,97.79512947560733,97.84302923921643,97.3140041289348
1,33,Negative,0.0,0.02,0.98,89.00654718503876,89.21717351729882,87.66236986121874,89.19209373429322
1,34,Negative,0.01,0.02,0.97,93.94638990384608,96.3679766239772,94.59249888151372,91.45435220986428
1,35,Aggregated,0.84,0.16,0.0,2439.764416787454,2164.7232239952245,2341.2078077280667,2257.5539146704477
1,36,Negative,0.0,0.02,0.98,94.70681170752596,93.40897740740672,94.5877851421767,96.05213931453936
1,37,Negative,0.0,0.02,0.98,92.25888320345724,92.48168806874156,92.35780591598052,93.1764832844874
1,38,Aggregated,0.85,0.14,0.01,2755.4724682829765,2707.8264603538,2686.6914720332397,2618.3615522138907
1,39,Aggregated,0.71,0.29,0.0,869.7763454743708,854.5487330544793,861.5187258712804,860.6168584147536
1,40,Negative,0.0,0.02,0.98,89.10637099580919,91.93705303540202,88.87535401766843,90.79909173832834
1,41,Negative,0.0,0.02,0.98,93.83229074237602,94.06286634973014,93.98956647820756,92.90955423156232
1,42,Negative,0.0,0.02,0.98,92.07800559912936,92.72734953722266,91.79765737278136,92.59868816168516
1,43,Negative,0.0,0.02,0.98,92.29927987518414,91.17403744923251,93.18907823963826,90.52053402062272
1,44,Aggregated,0.79,0.19,0.02,1254.2195344478732,1218.3172306972756,1252.1734890811322,1230.4544753023638
1,45,Negative,0.01,0.06,0.93,101.33471369697128,102.16670557929524,100.42180421565472,102.78935675058489
1,46,Negative,0.0,0.03,0.97,96.63672902891297,97.6633624482854,98.3670613751312,97.07777139391806
1,47,Negative,0.0,0.02,0.98,87.93067231111377,88.91820725506244,88.96041992207654,89.19940486668219
1,48,Negative,0.0,0.02,0.98,91.22642760595916,90.02842149759812,90.8854982844041,90.2485677255882
1,49,Homogenous,0.14,0.85,0.01,364.6386800056821,361.4962983513765,364.9472481554526,362.8507139460187
1,50,Aggregated,0.92,0.08,0.0,1956.150690034713,1895.3579858142691,1961.0130537100024,1912.4454683270965
1,51,Negative,0.0,0.03,0.97,82.72220658955536,84.55705803667297,83.7884018231444,82.46961043455173
1,52,Aggregated,0.74,0.26,0.0,928.7945318686734,908.3132920064636,924.7450589449528,919.58906416001
1,53,Negative,0.0,0.04,0.96,82.87336853035265,82.70528656213031,84.80196133647195,81.95304936405876
1,54,Negative,0.0,0.02,0.98,101.28147609867368,105.43545335761718,100.8068640705274,101.45474042002364
2,1,Aggregated,0.81,0.19,0.0,905.4272793964838,887.8767957512937,895.0197132518797,897.9964160203235
2,2,Aggregated,0.62,0.38,0.0,850.1847775924261,848.9447039585502,847.3373622225645,847.4183966947639
2,3,Negative,0.02,0.07,0.91,88.04390261336431,92.35692922121603,92.0693999795588,89.53047225720206
2,4,Negative,0.0,0.03,0.97,89.87402836628479,89.98465439058549,89.47437630345974,90.40227296735516
2,5,Negative,0.0,0.02,0.98,90.101107170008,88.33323365108134,90.15902164606337,88.80691358238295
2,6,Negative,0.01,0.02,0.97,86.02695643802718,87.35599929596088,86.55462291374113,87.2154366067283
2,7,Negative,0.01,0.04,0.95,83.74002715900554,84.81640658309175,84.92370411155133,84.51436664425256
2,8,Homogenous,0.18,0.82,0.0,448.8949481382351,449.26472029875686,445.8629368147722,443.7058885602205
2,9,Negative,0.0,0.02,0.98,91.3430164475817,91.70128937636036,91.63966814385572,91.26424228104612
2,10,Aggregated,0.8,0.2,0.0,2157.070730825486,1980.667717537496,2076.0088704827585,1960.0755352639117
2,11,Aggregated,0.87,0.13,0.0,2673.2628230766923,2539.270207949816,2632.2004645880543,2553.689373174344
2,12,Negative,0.01,0.02,0.97,86.98351820545605,85.43143942577927,84.70400170903622,83.92418514147653
2,13,Negative,0.01,0.02,0.97,89.24246241507927,89.42967409760155,90.86581651153728,89.92686753745215
2,14,Negative,0.0,0.02,0.98,90.36436948177892,89.82559559863108,90.9310357985064,90.25961293620112
