ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Homogenous,0.2,0.77,0.03,301.0055353293483,297.23397036986626,302.9136021413808,300.5014931536148
1,2,Aggregated,0.53,0.47,0.0,421.9014219152273,421.24166003941787,425.93796200229417,417.0202242334833
1,3,Negative,0.0,0.0,1.0,62.80313649662651,62.43742232493051,64.2362951507881,63.883514817951266
1,4,Aggregated,0.69,0.3,0.01,429.97438421806874,425.6465473167241,432.04476368779933,426.79686698730666
1,5,Aggregated,0.81,0.18,0.01,507.5946755808204,503.68804590583613,515.1034068732645,507.11004323046814
1,6,Negative,0.01,0.02,0.97,55.524884447443384,60.13207239844124,58.34385151303002,58.01260611338273
1,7,Negative,0.0,0.01,0.99,55.004347584376035,58.14656162419544,58.38462836954736,57.21736411627481
1,8,Negative,0.0,0.02,0.98,61.33796394842918,68.95856527101546,63.42227191915376,66.55321885181473
1,9,Negative,0.02,0.0,0.98,64.380171185356,61.85975077405891,61.90207332817397,61.52740587132516
1,10,Negative,0.02,0.05,0.93,68.50474277229449,62.95457629725229,67.75064454279604,67.1420338772808
1,11,Homogenous,0.21,0.76,0.03,293.72142452632124,292.5814936059585,293.28200960144363,293.22165778732847
1,12,Negative,0.0,0.0,1.0,62.59320806743622,60.16116757625946,61.86955399590585,61.636333527594445
1,13,Negative,0.01,0.02,0.97,55.976573707297206,57.40706543200531,58.09706769395598,60.759996942510014
1,14,Homogenous,0.17,0.82,0.01,349.2643259889596,348.60579519510406,350.2202995086309,352.92647653999416
1,15,Negative,0.0,0.0,1.0,62.14181251009231,63.63302370882383,61.70253703805423,63.79065854116891
1,16,Negative,0.0,0.0,1.0,64.66224275896866,65.42925441671534,65.64420923002058,65.5450766496927
1,17,Aggregated,0.84,0.16,0.0,604.4504504905226,596.7128229643768,597.196411190344,600.9354309181372
1,18,Negative,0.0,0.0,1.0,61.1726237536262,64.07540320765972,63.56466754239585,61.19477011776221
1,19,Negative,0.0,0.0,1.0,59.76353789842733,60.60416810245093,61.1688972585431,59.714093752137615
1,20,Aggregated,0.67,0.32,0.01,448.9500696108746,445.1355763059912,457.0102904150565,453.1050706612641
1,21,Aggregated,0.7,0.29,0.01,485.4795757186655,475.7892573150232,489.6936085477437,479.8677580314593
1,22,Negative,0.0,0.0,1.0,65.65624602682209,63.04329398650657,63.848046657488226,64.87007254179383
1,23,Negative,0.0,0.02,0.98,67.8622190585454,66.87840716448667,65.88806587715467,68.89568312192492
1,24,Negative,0.0,0.01,0.99,66.47678413890691,66.56237504179558,67.7037648526838,65.57341926795326
1,25,Aggregated,0.89,0.11,0.0,581.9895575488863,573.9808969467922,585.0619958190027,574.5587934659864
1,26,Homogenous,0.16,0.8,0.04,364.82676951767144,365.186644695214,362.9995933524603,369.9245348869808
1,27,Aggregated,0.75,0.25,0.0,485.5493764374564,477.7683589207438,491.1236581836647,484.32755541216534
1,28,Aggregated,0.76,0.24,0.0,516.6225612769624,498.1534127919331,512.058252426656,505.931843963815
1,29,Aggregated,0.67,0.33,0.0,434.7597940732492,432.7768158989554,438.21914145608366,423.7463008545719
1,30,Negative,0.0,0.01,0.99,61.250827976952024,63.60256110804775,65.0814915258645,62.508010904319576
1,31,Negative,0.02,0.01,0.97,62.918857404708746,65.59992011703429,64.53526277178335,66.25261933077951
1,32,Negative,0.01,0.0,0.99,62.443613386637736,63.157696464614645,63.0113686165605,64.46405687247639
1,33,Negative,0.0,0.0,1.0,62.39743321426917,62.460007168222944,62.171145158138984,63.31912822719764
1,34,Homogenous,0.05,0.94,0.01,332.69276438388556,331.4693379300643,332.36609408208665,330.1417238189199
1,35,Negative,0.0,0.0,1.0,65.25630811313897,66.96624021438032,66.16283578788037,67.76666483019227
1,36,Negative,0.0,0.0,1.0,64.6310108880318,66.01068962712472,63.62320719673468,62.69835580880232
1,37,Homogenous,0.11,0.86,0.03,360.3349462654594,354.8394386596931,350.7912977039757,357.51745734479005
1,38,Aggregated,0.61,0.39,0.0,449.9335709791651,446.3767777936812,458.0941440943052,446.8550220089853
1,39,Aggregated,0.75,0.25,0.0,493.2650307776637,484.5661553962216,492.1242427534703,488.7467173236862
