ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Negative,0.0,0.02,0.98,85.12534891553656,86.99908961754522,86.72713962490684,86.71860250012554
1,2,Negative,0.01,0.02,0.97,85.79696310737808,87.49588635116896,87.73709623804143,86.94228333910485
1,3,Negative,0.03,0.07,0.9,98.79842775826654,94.27341021391004,100.58758622185884,100.47457445112968
1,4,Negative,0.02,0.02,0.96,89.20216506566157,88.24283178010336,87.10149926479039,89.60690002272725
1,5,Negative,0.02,0.02,0.96,87.10531085189814,87.84284947498332,86.76808898871388,86.55084872386584
1,6,Negative,0.01,0.02,0.97,85.34162985732905,87.51238870182124,87.69762212183286,85.21029127748011
1,7,Negative,0.01,0.02,0.97,86.26428486763598,83.75880228941617,86.41303595226793,85.52459535493392
1,8,Negative,0.0,0.02,0.98,90.09911765831332,91.717058966781,92.17121274880624,91.41292960597453
1,9,Negative,0.01,0.02,0.97,91.84960165062876,94.69049917428998,93.59729809131852,95.3501965418946
1,10,Negative,0.01,0.02,0.97,94.72309612658825,93.4414494083681,96.26386578970984,93.93499445973372
1,11,Negative,0.01,0.02,0.97,92.7388747200094,94.6249536967158,92.3329698285284,93.42681260728595
1,12,Negative,0.02,0.02,0.96,96.37318119734748,95.00038553970734,93.4018065669744,93.8060821337873
1,13,Negative,0.04,0.07,0.89,88.45492756394759,86.76463033332959,89.02474554626042,87.66366178077453
1,14,Negative,0.02,0.02,0.96,88.31570657876244,88.92002396798165,90.73252951643286,87.84930083101455
1,15,Negative,0.0,0.02,0.98,85.88407628345527,87.14067929477125,88.02336030255725,86.26481858680057
1,16,Negative,0.03,0.11,0.86,119.1765148054862,117.92185017775898,117.79177532890373,117.69119757941264
1,17,Negative,0.01,0.02,0.97,95.03736502512744,97.66335574509613,97.8327196826171,97.7372645868474
1,18,Negative,0.01,0.02,0.97,97.11006592897007,97.77460848497452,96.87699691113544,98.69097304405295
1,19,Negative,0.02,0.02,0.96,95.5112378693176,94.3379991387655,95.38570668419254,96.06972287098318
1,20,Negative,0.02,0.02,0.96,93.25717170723544,93.96371611763276,94.45895165667817,93.355516333379
1,21,Negative,0.01,0.02,0.97,91.1321273403421,92.09542593204606,92.06105677233036,92.16089524201344
1,22,Negative,0.01,0.02,0.97,89.94795195910382,90.64911397304564,92.70178776028882,90.42372294269876
1,23,Negative,0.01,0.02,0.97,93.21070926628482,95.41084276753315,94.13668857736582,94.86295472724976
