ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Negative,0.01,0.08,0.91,93.42426595245873,93.85208101212991,96.05533849626433,93.39483120169216
1,2,Aggregated,0.73,0.27,0.0,666.8586545164935,657.8093837894662,670.0732438644068,659.676738408833
1,3,Negative,0.02,0.02,0.96,82.49819888066997,83.78120865180892,82.844895104707,82.54838235556497
1,4,Negative,0.0,0.02,0.98,85.84114609047725,82.72844313099836,85.6653078520136,83.6897429545237
1,5,Aggregated,0.64,0.34,0.02,1000.4338642613249,980.2346079610708,989.772744070552,983.0835794322892
1,6,Homogenous,0.24,0.76,0.0,676.4423828236022,654.14379812066,683.254370083715,668.4122844067206
1,7,Negative,0.01,0.05,0.94,98.47066435963865,100.46351819380249,102.19243642179872,103.42273969994756
1,8,Negative,0.03,0.05,0.92,103.320047286609,107.14253737305393,104.4727674600366,105.81483322591625
1,9,Negative,0.01,0.04,0.95,80.91363126536226,82.8794101562176,81.69013710458233,82.13755553801138
1,10,Aggregated,0.77,0.22,0.01,752.3207877992413,742.6043886879729,755.4069461716376,749.0024763690376
1,11,Negative,0.0,0.02,0.98,88.29017191001111,87.68251634147879,87.00371178476189,86.80790158007414
1,12,Negative,0.0,0.02,0.98,95.39904245666514,95.80421253754828,98.1754941636546,94.98922932908248
1,13,Aggregated,0.74,0.26,0.0,599.5389316289225,593.7315119730097,595.7857308801968,590.733987792802
1,14,Homogenous,0.26,0.52,0.22,210.25714190927124,203.28567607098796,208.0725816161331,209.7084118761568
1,15,Homogenous,0.44,0.56,0.0,474.3400615245919,468.4177519787336,472.4844403169186,469.5105406825919
1,16,Negative,0.0,0.02,0.98,89.40086534918095,91.2110336404516,90.25979041233929,89.37523263028322
1,17,Negative,0.02,0.03,0.95,87.12261992098007,88.36527933216325,87.00454789102577,86.68735113564401
1,18,Aggregated,0.79,0.2,0.01,777.9662508092629,757.543870779672,787.4923591323713,773.9893915806324
1,19,Homogenous,0.46,0.53,0.01,529.7141413992927,523.5778628176217,533.3949766479363,526.9180856178809
1,20,Negative,0.0,0.02,0.98,90.16667223704496,88.86417872578426,89.58260084194859,89.56398523200016
1,21,Negative,0.0,0.02,0.98,85.75533350251368,87.87849983370666,87.18658843838244,87.16222988473118
1,22,Negative,0.01,0.09,0.9,107.38114210840894,105.83816067435538,107.11555845640028,104.2635943153506
1,23,Negative,0.01,0.03,0.96,84.63863054826612,83.68849434438249,83.27937213870962,84.2758500575203
1,24,Aggregated,0.63,0.36,0.01,423.4675652820149,422.3568054498817,419.79643450086246,419.7598439824792
1,25,Aggregated,0.81,0.19,0.0,1030.500068914238,1013.74292936642,1051.3001626566738,1024.5411218541783
1,26,Negative,0.0,0.02,0.98,91.27979955324996,90.58644488314582,91.7387070534282,89.33521597784056
1,27,Negative,0.0,0.02,0.98,91.64877962575616,89.51763656776097,90.07392065120774,90.29676160560484
1,28,Negative,0.0,0.02,0.98,90.3674726325284,89.64855740359184,91.25397260588691,91.70612921903556
1,29,Negative,0.0,0.02,0.98,87.60780818298855,86.48325904793597,86.80133105748092,88.24346050697443
1,30,Aggregated,0.91,0.08,0.01,893.350475758929,886.567893569737,893.0994349206007,885.7118436528554
