ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Negative,0.02,0.02,0.96,87.5680009201202,89.1932015434,88.82573269325468,88.19141452277591
1,2,Negative,0.01,0.02,0.97,90.29749192761489,89.69443027916986,91.49799074174392,90.0571915279267
1,3,Negative,0.02,0.07,0.91,86.21165350490827,86.64152748380519,86.35256033914163,87.10185749872653
1,4,Negative,0.03,0.01,0.96,80.8461099168432,81.58072825271637,82.47596783546624,83.08612956008659
1,5,Negative,0.01,0.02,0.97,91.70294766144616,91.47873841258796,90.01005994131879,90.30000367761158
1,6,Negative,0.0,0.03,0.97,93.697994074975,94.23817014147905,95.5842660134025,94.81010990363194
1,7,Negative,0.01,0.02,0.97,91.22579338751292,89.46540243465012,92.09041977866856,92.74584169410645
1,8,Negative,0.02,0.02,0.96,94.05197368333626,92.7829159180747,92.8804394858392,93.95979275420136
1,9,Negative,0.0,0.02,0.98,84.43686562925143,85.68386864297253,85.55319341045816,85.62109779263596
1,10,Negative,0.01,0.02,0.97,88.49186817797369,87.55399596764295,86.61257079228113,88.38940267251616
1,11,Negative,0.01,0.02,0.97,88.37587445020472,88.04696895632333,88.28740698719406,89.07499481598103
1,12,Negative,0.03,0.07,0.9,97.07308298794749,98.64883566622518,96.48380655038004,97.75492257695636
1,13,Negative,0.03,0.14,0.83,130.32802529920883,129.5476481846324,130.25212526399156,130.66875750313096
1,14,Negative,0.01,0.03,0.96,100.99062709725224,101.6979975900408,100.71179648502402,102.508629910484
1,15,Negative,0.02,0.04,0.94,98.31722581186648,97.48678792991431,98.18792532180362,97.52004353998086
1,16,Negative,0.03,0.01,0.96,89.86286121766642,89.11742556503816,89.04154899888124,89.42574382629465
1,17,Negative,0.02,0.02,0.96,93.39527448076132,94.51177310185096,93.44329432905649,93.81632623586704
1,18,Negative,0.02,0.02,0.96,90.20806862296354,91.87654164805684,89.48588678171927,91.23204881761204
1,19,Negative,0.03,0.09,0.88,109.09050317841718,108.12873159376949,108.34901210881276,108.04648681350228
1,20,Negative,0.0,0.02,0.98,92.3653304804264,93.57645072217709,90.81304943382356,91.71014696255617
1,21,Negative,0.01,0.02,0.97,98.65221273973197,97.05083568441682,97.23666940051658,98.6889966289084
1,22,Negative,0.01,0.02,0.97,98.0676146146834,98.01380432258712,96.01520596459449,98.2531687934515
1,23,Negative,0.02,0.02,0.96,98.41968394980472,96.73216158524929,97.4687620145047,98.61649495402492
1,24,Negative,0.01,0.03,0.96,101.15679403534084,99.96677383915112,100.71584361923505,102.03353197792244
1,25,Negative,0.03,0.01,0.96,92.89608148958206,91.28999771276295,90.16361100791454,91.781644004697
1,26,Negative,0.02,0.02,0.96,89.87282879203224,88.47762774209838,88.52422454643664,87.42230601842004
1,27,Negative,0.0,0.02,0.98,95.36896845025552,95.61481188943446,94.42544212722692,94.85799053565604
1,28,Negative,0.01,0.04,0.95,101.14432188166842,101.12999458176635,101.34523371046087,99.96474395205564
1,29,Negative,0.03,0.01,0.96,94.62483811783272,93.9126172359027,94.42102732961392,93.75204953219702
1,30,Negative,0.03,0.08,0.89,101.41460394653429,102.76310900626112,101.28537344421365,102.37738217529692
