ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Aggregated,0.73,0.15,0.12,575.2449501092972,544.7083015625902,555.5669160023692,550.7072552707515
1,2,Homogenous,0.2,0.75,0.05,283.65641451706506,284.8228032042002,285.028499280651,287.13106143193863
1,3,Negative,0.0,0.0,1.0,63.6359490239158,64.56258632623158,64.7517785912909,63.600307116408544
1,4,Negative,0.0,0.0,1.0,66.37298452849896,65.16448644822717,66.34298764548561,65.92223517698372
1,5,Negative,0.0,0.0,1.0,62.648248682542715,63.89733715260192,63.01223871761749,64.3430352594163
1,6,Negative,0.0,0.0,1.0,65.87811724427414,65.64862064927934,66.73848978021988,67.67453093398672
1,7,Negative,0.0,0.02,0.98,67.6181029490221,69.30770465918553,68.641422939676,68.50148491801843
1,8,Aggregated,0.78,0.15,0.07,702.7758009587335,673.384441445385,700.1316679657637,691.6915630039884
1,9,Negative,0.0,0.0,1.0,65.9180473508116,64.66301883324829,66.60898675768499,66.01901597043843
1,10,Aggregated,0.58,0.15,0.27,669.7390745856316,583.3241287108075,619.9231353932292,641.8091710318557
1,11,Negative,0.0,0.02,0.98,75.76894178137837,77.37912641404864,73.63158389797357,76.29683095880458
1,12,Negative,0.02,0.0,0.98,58.917943493471086,60.59526337572916,60.78127246222226,60.408868153222926
1,13,Negative,0.0,0.02,0.98,68.82620109811467,68.75039343630797,69.20664673849362,69.02703378989025
1,14,Negative,0.0,0.0,1.0,66.42701340542092,64.88278919503065,64.99874441746846,66.4139206238375
1,15,Negative,0.0,0.02,0.98,73.29252859473371,74.02851882467925,76.47202861187733,71.92208872376628
1,16,Homogenous,0.35,0.6,0.05,267.5653422458396,245.71023273222931,265.4694958298445,273.27821550795613
1,17,Negative,0.0,0.01,0.99,63.92320157750595,62.961679239561334,63.6261120564277,64.93588475844572
1,18,Negative,0.0,0.0,1.0,65.15850212210205,64.92588408495726,62.868980891030446,61.90913920737276
1,19,Aggregated,0.68,0.15,0.17,576.9696384875951,542.8473548296947,549.1130641825375,547.9378555050328
1,20,Aggregated,0.81,0.15,0.04,799.1202885335986,761.7350382650375,781.3167319519496,779.432625580921
1,21,Negative,0.0,0.0,1.0,62.95740823473949,65.38132610580175,63.435151663945135,65.97843577556714
1,22,Aggregated,0.73,0.19,0.08,371.00019562016826,355.1536383860673,375.17608630570055,367.5918073170086
1,23,Negative,0.0,0.01,0.99,66.47142949529282,68.25509033671125,67.77707235938098,65.67626716182411
1,24,Negative,0.0,0.02,0.98,75.72264740427713,79.73485609184917,78.34398765722534,78.01586625929244
1,25,Aggregated,0.81,0.15,0.04,867.6014981151142,848.5737646659492,852.9861371639437,806.0851879651541
1,26,Aggregated,0.75,0.14,0.11,804.3373642234862,765.6632758741955,763.6036168374566,737.1664075141733
1,27,Aggregated,0.71,0.24,0.05,422.5892923858007,403.35620257901905,419.4071679721483,424.2541222416012
1,28,Negative,0.0,0.02,0.98,64.88889224328642,65.94561165620965,66.10224617513126,65.43261165041528
1,29,Negative,0.0,0.02,0.98,67.49169638044398,68.35699640400156,67.6858607457504,66.97178195743288
1,30,Aggregated,0.82,0.16,0.02,895.2621486006192,836.2204384963552,862.1886199908383,865.9669602427418
1,31,Aggregated,0.74,0.21,0.05,340.68660918711237,332.7460105059441,338.6361285542147,331.2244858655357
1,32,Negative,0.0,0.0,1.0,64.86221093743657,66.10626743620458,65.49555459321934,65.65057403530537
1,33,Negative,0.01,0.0,0.99,61.61233420360665,61.23506691961492,62.55593545879736,60.21158623512551
1,34,Negative,0.01,0.0,0.99,66.41047025441944,66.04356318396114,66.35659582404418,65.42822631536265
1,35,Negative,0.0,0.01,0.99,68.18604074531959,69.80379889396727,66.57969224762022,67.34196371609639
1,36,Negative,0.0,0.0,1.0,68.49560981771165,70.03197468042464,71.98674151106474,68.8260645511611
1,37,Homogenous,0.18,0.75,0.07,299.5590729283281,295.76401639724304,305.9667647031565,295.934293926955
1,38,Aggregated,0.72,0.24,0.04,345.4188569436682,329.66212701085203,337.80079543513705,334.9369033890781
1,39,Negative,0.01,0.02,0.97,66.9212661465377,66.45852803458891,66.77821044332964,66.23056167644711
1,40,Negative,0.0,0.0,1.0,63.3847961905206,64.29047315883312,64.1799334635437,62.975752014462785
1,41,Negative,0.0,0.02,0.98,66.78038101716109,67.03675853442965,68.4101615827521,66.05325769591082
1,42,Negative,0.0,0.0,1.0,68.95991402931725,68.73902021472225,67.74583587583848,67.22378703920444
1,43,Negative,0.0,0.0,1.0,66.24629795184103,65.42677066914919,65.0990770513398,65.70445552773955
1,44,Negative,0.0,0.02,0.98,68.44775571192693,67.75069941811955,68.68554949972523,67.94529028685466
1,45,Negative,0.0,0.02,0.98,71.96661452915296,72.99771698572721,72.75057239791582,72.9783975471519
1,46,Aggregated,0.49,0.48,0.03,347.1935577796646,338.44293329712536,340.89837712334383,340.0468077950238
1,47,Aggregated,0.85,0.12,0.03,1004.6224442770996,946.9436484374144,968.7029073065823,962.5750782455564
1,48,Aggregated,0.77,0.16,0.07,648.1060655886338,613.0119231592765,622.5571985272097,617.2444316366058
