ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Homogenous,0.11,0.87,0.02,368.741948702891,363.4652870165305,368.8932090360713,368.7662219253307
1,2,Negative,0.0,0.02,0.98,95.1682918303046,94.8727166702742,95.06483152235604,94.08202326872464
1,3,Negative,0.0,0.02,0.98,88.44612758889957,88.30616162650233,87.12669162561264,87.83199385109157
1,4,Homogenous,0.18,0.81,0.01,412.60004893053065,411.3344183059871,412.2620671390764,409.92215287048293
1,5,Aggregated,0.8,0.2,0.0,1107.82941485252,1080.3414087943283,1104.004568023619,1075.8981316691834
1,6,Negative,0.0,0.02,0.98,87.70896894808925,87.99444344617609,87.77603262543715,86.55172041088832
1,7,Homogenous,0.04,0.96,0.0,749.5451296693536,749.1335307672389,756.0658445987392,756.2136363510444
1,8,Negative,0.0,0.02,0.98,96.10255373085346,97.85512006073822,94.7938673583336,96.37355316435104
1,9,Homogenous,0.05,0.95,0.0,671.3041174270211,663.974686483185,678.0812719843616,674.5662669271851
1,10,Negative,0.01,0.04,0.95,95.00179267172804,94.50341709995206,93.45706964649384,94.10740242571012
1,11,Homogenous,0.09,0.89,0.02,396.7610272675611,394.7594019419616,395.6511511231188,401.07950828966295
1,12,Homogenous,0.22,0.78,0.0,1058.749389881632,1030.7041501054882,1064.2426964728747,1056.1846799234572
1,13,Negative,0.02,0.01,0.97,91.0765149218501,89.95903398507272,90.15467428113976,91.32314483285126
1,14,Negative,0.0,0.02,0.98,94.78939496284016,94.69866012876588,95.51491439504264,97.03692020018303
1,15,Negative,0.0,0.02,0.98,93.76307895097996,95.79786405708614,94.03307750672076,95.06578710298044
1,16,Homogenous,0.42,0.58,0.0,814.3041067428449,786.6640738874921,813.2487162532507,807.717069501552
1,17,Negative,0.02,0.04,0.94,97.7779737585734,97.8138277689972,99.05781527759592,99.84255528031387
1,18,Negative,0.0,0.02,0.98,93.72512518918154,96.44811065786314,95.46652275642424,93.2126853519182
1,19,Negative,0.0,0.02,0.98,98.9918724306322,98.760269486428,99.76057401773022,98.53409404341755
1,20,Aggregated,0.92,0.08,0.0,1440.9768085402889,1339.4214145394717,1437.4974953481938,1431.6322523164908
1,21,Homogenous,0.1,0.88,0.02,385.9752144959971,375.8874811505525,381.55975394666984,379.4885085310638
1,22,Negative,0.01,0.03,0.96,92.04464404278082,92.03518277992936,93.21641474399996,92.12039877412894
1,23,Negative,0.0,0.02,0.98,97.37402040301652,98.54873165534336,95.1121160105003,96.07623642932693
1,24,Homogenous,0.1,0.89,0.01,799.2721233404836,798.2538438616175,803.7587535042549,802.6365867985924
1,25,Homogenous,0.09,0.91,0.0,793.764204578878,785.480172578882,791.5624287490618,797.040197461889
1,26,Negative,0.01,0.02,0.97,94.02033438115262,96.3220568386929,95.67155376356902,94.31829794667766
1,27,Homogenous,0.14,0.85,0.01,447.37705416100744,443.4697302900122,445.56785307376595,447.2399076839365
1,28,Negative,0.0,0.02,0.98,92.72628889827314,92.38271384730685,92.68739282982376,93.05805530568132
1,29,Negative,0.0,0.02,0.98,88.89197507845358,89.72341103525389,90.82075290969595,90.82345809596222
1,30,Homogenous,0.1,0.89,0.01,833.2548533626077,830.0338641960798,830.6336599453762,838.3432322438139
1,31,Negative,0.0,0.02,0.98,92.30754595190837,91.25403457962877,89.60227462863162,92.91385423495188
1,32,Negative,0.01,0.02,0.97,99.32241823524332,97.81837382450374,98.35974037803749,98.29987393016285
1,33,Negative,0.0,0.02,0.98,97.49564850764892,96.75461950677352,96.00200994104966,96.67061597287494
1,34,Negative,0.01,0.04,0.95,92.79819583923744,91.37543633410525,92.83507966479708,94.05777453986394
1,35,Negative,0.0,0.02,0.98,97.26693504642606,98.2834676488157,95.37359826233114,98.22268030861176
1,36,Negative,0.01,0.02,0.97,96.62897154760594,95.4590036951824,96.80600603461863,96.7194645102067
1,37,Homogenous,0.17,0.83,0.0,810.5471683311971,809.185037502346,817.4938029649693,808.29181334229
1,38,Negative,0.0,0.02,0.98,94.11320434027738,95.43951830717516,94.54336745885342,95.98859877760486
1,39,Negative,0.01,0.02,0.97,93.52305385741442,92.2868015624618,91.80917091392496,91.93124602508163
1,40,Negative,0.0,0.02,0.98,98.32341656184984,98.28541955752443,96.86406903950382,98.90084342385433
1,41,Homogenous,0.07,0.93,0.0,727.5230345120635,722.4180897381557,722.9123616533498,722.1718196065785
1,42,Homogenous,0.09,0.88,0.03,398.085259746746,402.92225341748053,399.1612669343199,397.6190632918692
1,43,Homogenous,0.22,0.77,0.01,863.018936113388,856.4639185735323,874.3851460072847,863.5455749069597
1,44,Homogenous,0.14,0.86,0.0,461.42691035453754,463.72961366827303,470.1527423469397,461.1590075148579
1,45,Negative,0.01,0.02,0.97,94.85703252244495,94.33608197020772,96.9481955754361,94.4187476263524
1,46,Negative,0.0,0.02,0.98,93.9271037909063,97.68182627762576,95.86943193570642,96.48703808600892
1,47,Aggregated,0.87,0.11,0.02,1441.6298084506666,1392.7867841207371,1430.8792323368248,1390.7529715783794
1,48,Homogenous,0.09,0.9,0.01,781.7269145336304,775.146241218581,777.8320548446472,777.3813914011289
1,49,Negative,0.0,0.02,0.98,94.27599472668844,93.94628717551568,96.78024106847931,95.84301718061435
1,50,Negative,0.0,0.02,0.98,94.48448813625498,95.74086677798056,95.40533390424912,96.11770799424608
