ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Negative,0.0,0.02,0.98,95.21012790772396,94.97067005373992,96.62503443046536,96.0728860505373
1,2,Negative,0.01,0.02,0.97,83.8550293603318,83.72558581461459,86.50654175814867,85.3545640651131
1,3,Negative,0.01,0.02,0.97,88.31824206646166,89.49209296434026,86.59392523192616,89.42484994202186
1,4,Negative,0.0,0.02,0.98,95.37986876735846,95.16572003149156,95.93711229654348,95.15898959714406
1,5,Negative,0.12,0.26,0.62,164.21092498568578,167.5803146518051,164.62359360733626,163.0879188441313
1,6,Homogenous,0.41,0.52,0.07,255.25823067277997,253.9424913121494,256.86320944424574,254.6970686239049
1,7,Negative,0.0,0.02,0.98,94.0760028128779,96.0138519929818,96.03298258964936,93.70672682408748
1,8,Negative,0.02,0.11,0.87,113.40203774964068,115.30060539760984,114.0921015128879,114.78583259370112
1,9,Negative,0.02,0.09,0.89,113.23613128943664,114.77058883032088,111.0878847394261,113.54588316300344
1,10,Negative,0.0,0.02,0.98,97.52756074778988,96.9794635537275,98.99152763657338,97.65289258387476
1,11,Negative,0.0,0.02,0.98,97.43611671484672,97.35722060041252,97.1418325985386,98.09750145200974
1,12,Negative,0.01,0.02,0.97,86.7384767835976,87.44685552791856,86.80100792974321,86.78002320325561
1,13,Negative,0.02,0.09,0.89,109.92422874707565,110.10161838745177,111.1963238247011,111.54606867906584
1,14,Negative,0.0,0.02,0.98,99.1222811792574,99.63340245493112,99.90135301234386,99.86599469681032
1,15,Negative,0.0,0.02,0.98,97.88089561685864,98.06820649954652,97.8716919019447,97.76912276068134
1,16,Negative,0.02,0.09,0.89,107.34840965995284,107.29848798859295,107.8935824960937,108.60711793445802
1,17,Negative,0.04,0.08,0.88,107.31639520457396,108.63980046030495,108.97540575252437,109.0553743159931
1,18,Negative,0.02,0.07,0.91,94.9279055150941,98.98920217843272,97.87412031683812,99.18791304152067
1,19,Negative,0.02,0.04,0.94,101.80683247374066,102.78066342577516,102.70052830891262,102.02963473960448
1,20,Negative,0.0,0.04,0.96,101.61425538538047,102.01457767721143,101.26242984053772,100.75290231724898
1,21,Negative,0.01,0.02,0.97,92.60718952181162,94.11956431767294,91.8730935204187,92.51564469077177
1,22,Negative,0.01,0.05,0.94,100.61654108792176,100.4002491087328,98.9544584945557,99.61671985711064
1,23,Negative,0.02,0.09,0.89,109.26258161905116,109.156533615181,109.43749236387056,108.66181179667808
1,24,Negative,0.0,0.02,0.98,96.012624736598,96.3248301333955,98.989939386149,97.92411769609087
1,25,Negative,0.0,0.04,0.96,103.34449701161408,103.69727876535876,103.72576166571298,103.06898598242913
1,26,Negative,0.01,0.02,0.97,98.85700878678097,97.32749868397332,96.01113054355233,97.97996927799636
1,27,Negative,0.02,0.09,0.89,111.138332435885,110.63474033499728,110.93196441983758,111.71934943027804
1,28,Negative,0.02,0.01,0.97,92.776281307133,90.97994392088988,92.22770703453642,90.43095494277168
1,29,Negative,0.02,0.07,0.91,103.08446389622291,104.03345571495872,101.09078837936572,104.26979330601222
1,30,Negative,0.01,0.07,0.92,103.2886882373677,104.59701823999438,102.169030572599,103.17239534872482
1,31,Negative,0.01,0.03,0.96,101.75354333104906,102.10123968969695,103.96915709873171,102.5867302516454
1,32,Negative,0.02,0.08,0.9,103.70075779617326,102.47272234873935,104.1592488259027,102.77174648007708
1,33,Homogenous,0.11,0.89,0.0,640.9134998839909,631.6810602056312,637.8376448739782,632.3242119435481
1,34,Negative,0.02,0.09,0.89,107.29911273335875,108.08620778778987,105.81255780599828,107.9285861181478
1,35,Negative,0.01,0.04,0.95,100.98296431073776,99.21998397606666,100.37863907550394,100.65286856780438
1,36,Negative,0.02,0.09,0.89,105.0429900426186,105.41272167051966,106.84331930329836,106.47843509546964
1,37,Negative,0.03,0.07,0.9,103.06236107607958,100.86135455661888,100.090683554463,102.32462631541682
1,38,Negative,0.02,0.06,0.92,99.06633501429444,99.80978289023903,99.31034190566815,96.90038937756492
1,39,Negative,0.0,0.02,0.98,93.07750739625976,93.76724482214098,95.60913452208274,95.12597319908276
1,40,Negative,0.01,0.02,0.97,97.00944609915894,96.68933449355576,97.30829302729876,99.7730527363127
1,41,Negative,0.02,0.03,0.95,102.48647085754754,104.71314871880224,103.52981844737305,103.83938815890129
1,42,Negative,0.03,0.1,0.87,105.1133581576492,104.38409637277016,104.69969437502198,104.63600040950962
1,43,Negative,0.03,0.1,0.87,113.9004835056785,115.85932346308816,111.60585803879816,114.75684425449867
1,44,Negative,0.03,0.09,0.88,101.44320802546264,101.15050617730992,101.70133295922165,100.85842296426006
1,45,Negative,0.03,0.1,0.87,120.20858249246692,122.09364924649486,119.48002446937016,119.7074638237761
1,46,Negative,0.01,0.04,0.95,97.24250026427234,97.54884487916206,97.27239250862344,95.89426962174817
1,47,Negative,0.02,0.01,0.97,100.86114775788462,100.47956144354232,100.56906967488992,99.87834925033737
1,48,Negative,0.04,0.07,0.89,103.00544708798634,101.94920435624852,101.21891665470493,103.09403311012238
1,49,Negative,0.04,0.11,0.85,99.84898330834848,101.95068082276885,101.40386461925954,99.82188655461908
1,50,Negative,0.06,0.13,0.81,113.16157952768378,110.37585708490916,111.71952083026092,115.19817376458434
1,51,Negative,0.01,0.02,0.97,97.44061051534476,97.22044330770116,96.62502537452384,96.0365314890356
1,52,Negative,0.03,0.08,0.89,102.67396722654952,103.6752204322973,104.70403219132294,104.5776142790288
1,53,Negative,0.01,0.02,0.97,94.48903645959422,94.06884158411292,94.30415337357692,95.04887616653087
1,54,Negative,0.02,0.01,0.97,95.98996252544885,95.3509793818352,95.85854061745454,95.80416745886748
1,55,Negative,0.01,0.02,0.97,97.69254536702772,97.07373149660964,96.065788449987,98.78851648202108
1,56,Negative,0.02,0.03,0.95,98.12524384260075,100.26658508647448,98.61566640545408,99.22815392297667
1,57,Negative,0.01,0.02,0.97,97.70601952798631,98.70624859077446,98.68504431614735,98.25648186610948
1,58,Negative,0.01,0.04,0.95,96.20002897890294,96.1374325712244,96.36409615499764,95.83765685963914
1,59,Negative,0.0,0.02,0.98,93.6644676809878,93.11910059464748,94.00453911363968,94.28076270106784
1,60,Negative,0.01,0.02,0.97,91.69187595386605,91.723602782893,92.2060695500988,92.16894662973216
