ImageNumber,ObjectNumber,Classify_Class,Classify_Probability_Aggregated,Classify_Probability_Homogenous,Classify_Probability_Negative,Texture_SumVariance_GFPInput_10_00_256,Texture_SumVariance_GFPInput_10_01_256,Texture_SumVariance_GFPInput_10_02_256,Texture_SumVariance_GFPInput_10_03_256
1,1,Negative,0.03,0.03,0.94,83.28910465721026,83.01903910310654,83.38556045457398,82.38688525987118
1,2,Negative,0.01,0.02,0.97,89.59711279576925,88.51996777274485,89.31621196912198,88.48656093679477
1,3,Negative,0.02,0.02,0.96,86.20677781380982,83.95006952392617,84.32199404189907,85.31810565394937
1,4,Negative,0.01,0.02,0.97,91.9894518777008,90.44132792032246,91.1370132748105,91.37722708777022
1,5,Negative,0.01,0.03,0.96,89.58841162034503,88.6997000362066,88.74211580566504,89.54905424069369
1,6,Negative,0.01,0.02,0.97,91.21282227213273,93.33573573105788,91.63447320517956,92.34523343921649
1,7,Negative,0.04,0.07,0.89,101.51413364558738,103.42223665764412,103.40807580329027,99.62920558895767
1,8,Negative,0.01,0.02,0.97,95.05016302558982,95.45671546081633,95.4079044591934,95.43370708714554
1,9,Negative,0.01,0.02,0.97,87.240673225396,86.23117114492987,88.06424114448384,86.08951890713723
1,10,Negative,0.01,0.02,0.97,84.91605701525998,85.6348753297242,85.20083760236162,83.78850822607848
1,11,Negative,0.01,0.02,0.97,87.15916547556458,88.72252606942425,88.24898314737459,88.4087145431123
1,12,Negative,0.01,0.02,0.97,93.22081364542476,93.48572177017314,92.49759945687168,91.08445905054909
1,13,Negative,0.06,0.16,0.78,138.4721766314043,140.19671003388606,141.67116132683503,142.43310725427597
1,14,Negative,0.01,0.02,0.97,90.6422187437405,92.92802316049516,93.85725158910458,91.8537116638184
1,15,Negative,0.01,0.02,0.97,90.11920471140468,89.82572781376138,88.31818047226551,88.4901496684671
1,16,Negative,0.0,0.03,0.97,101.55984410839228,99.97128851643129,101.654041068842,101.58332907955082
1,17,Negative,0.0,0.02,0.98,86.37312130177526,87.06251181773945,89.0116803045126,86.6819029690916
1,18,Negative,0.01,0.02,0.97,89.34214760783163,90.13079867999797,90.09581421440566,88.7766749630249
1,19,Negative,0.01,0.04,0.95,92.3632901526786,91.72133507183054,90.4474030452505,92.23161143025442
1,20,Negative,0.08,0.25,0.67,150.63858497527087,149.7048066538027,147.25582541663164,150.6823697006265
1,21,Negative,0.08,0.22,0.7,152.95691562839454,155.2839433780306,153.6710772380743,149.85597471110782
1,22,Negative,0.01,0.04,0.95,92.81675697748015,91.8394389869901,93.23221901310694,94.34625316630422
1,23,Negative,0.0,0.02,0.98,96.44416912721977,99.49724327710112,98.8084294308569,99.2383989829372
1,24,Negative,0.02,0.07,0.91,93.45042469943952,96.24593572127452,97.01177003170568,92.40396800137704
1,25,Negative,0.01,0.05,0.94,103.39855395969433,103.1359610194002,102.5641478803633,103.21853556329228
1,26,Negative,0.09,0.19,0.72,144.8572994347404,145.76769984912903,145.49574575292854,142.66190731513245
1,27,Negative,0.02,0.02,0.96,94.98011654455912,94.81043832923336,98.12744655939616,95.13596885223212
1,28,Negative,0.02,0.05,0.93,98.49873583050032,99.57952114681792,100.53122682367751,99.11325008714158
1,29,Negative,0.03,0.09,0.88,110.82865797951716,110.6050210422693,111.62269720530014,109.84719999298562
1,30,Negative,0.01,0.02,0.97,89.47859943782936,88.76052588753805,89.07460503345737,91.2328845551778
1,31,Negative,0.0,0.02,0.98,88.66401363821495,89.36163191799346,89.88243192846647,87.87850949282728
1,32,Negative,0.01,0.02,0.97,81.21336118035344,82.7918615388283,82.36178795663017,82.97435472328573
1,33,Negative,0.01,0.02,0.97,95.43956651415084,93.66948973574524,93.65811937236448,93.94412154405104
1,34,Negative,0.03,0.1,0.87,108.2154826535056,109.0253428103805,107.6431206078255,109.4138317086481
1,35,Negative,0.01,0.02,0.97,90.8957362493556,90.31337956515785,90.59486457734111,89.84259821747719
1,36,Negative,0.02,0.02,0.96,95.27444606507908,95.93450607976956,94.25455551429349,95.3190195958286
1,37,Negative,0.03,0.01,0.96,102.401457570476,101.74857347552272,100.31968464769908,101.49233605349492
1,38,Negative,0.01,0.02,0.97,101.96893152564012,101.8891367392643,101.09500120840096,99.29198444837463
1,39,Negative,0.0,0.02,0.98,82.66457411659894,82.68553428973894,82.66735992493176,84.64290553981346
1,40,Negative,0.01,0.02,0.97,87.05103428061562,86.57695183145296,86.12769058247204,88.43344485349064
1,41,Negative,0.03,0.09,0.88,110.90276600629352,109.43029200133878,108.87876691247072,109.04023971901842
1,42,Negative,0.03,0.1,0.87,120.44314313980686,120.27742069983536,118.85002336247352,120.49096225114744
1,43,Negative,0.0,0.04,0.96,99.43923716862884,99.56424504921534,97.54112631444974,99.96767596209868
1,44,Negative,0.08,0.14,0.78,129.0637887259826,128.48917153324692,131.15755816532675,128.63911685424966
1,45,Negative,0.03,0.06,0.91,102.60250895053956,102.36385856611878,104.45877824642156,101.64973507640866
1,46,Negative,0.0,0.02,0.98,81.05858331431222,81.01825434796399,78.38798158592684,79.73603518186695
1,47,Negative,0.0,0.02,0.98,85.00892975050965,85.40827652541338,85.54619874310464,83.8291738761493
1,48,Negative,0.0,0.02,0.98,100.642744416634,101.09023864564232,100.58280177990844,100.23941459488287
1,49,Negative,0.02,0.02,0.96,96.35606940661891,99.09353691603371,98.2103551049458,100.06076498645274
1,50,Negative,0.03,0.1,0.87,116.16224167527884,115.59671535349236,116.51685145116306,115.37077327063396
1,51,Negative,0.0,0.02,0.98,81.67714903802323,80.47202980480927,80.52341337322201,82.64333566701316
1,52,Negative,0.05,0.22,0.73,133.63829398612552,132.02964426046975,133.3030976404437,135.71798022765068
1,53,Negative,0.01,0.02,0.97,94.54666812872472,94.11236405996608,93.1627953088572,95.78814428550344
1,54,Negative,0.0,0.02,0.98,80.1271657542049,80.97741969875199,79.95959178616192,80.65714073742475
2,1,Negative,0.03,0.01,0.96,90.6007409737528,88.68651126420264,90.11029877697058,88.39047310608913
2,2,Negative,0.01,0.02,0.97,89.76669890701527,91.50117213157743,90.46576620004134,91.91589355016498
2,3,Negative,0.0,0.02,0.98,83.86907178406784,81.51604311810775,85.02906124136035,82.94198835864086
2,4,Negative,0.0,0.02,0.98,94.10549605249162,93.11488142974856,95.58811382284604,95.90553445081582
2,5,Negative,0.0,0.02,0.98,83.93958816979028,81.78718740661361,83.15503562728156,83.29530785453653
2,6,Negative,0.0,0.02,0.98,80.78014542992725,78.8044184113806,78.15511512115606,80.55306783775853
2,7,Negative,0.0,0.02,0.98,92.11763079582852,92.90858592220548,93.9615280430104,93.69699709799278
2,8,Negative,0.03,0.1,0.87,115.26069534679664,115.52659975566638,113.2139465749176,115.68790599060048
2,9,Negative,0.01,0.02,0.97,92.50470561577588,92.00892843272636,90.98092872823356,92.21242725184231
2,10,Negative,0.01,0.02,0.97,85.31765373377186,88.60566969660454,86.41081051220914,86.0946440574856
2,11,Negative,0.02,0.01,0.97,81.98774864325185,83.01337916865714,82.18418046279402,79.59648679659551
2,12,Negative,0.03,0.16,0.81,126.20916304407876,126.34852680226368,126.05794893979254,125.3266577674574
2,13,Negative,0.04,0.08,0.88,107.486950188783,106.47063648132831,107.380663578059,108.19230962332864
2,14,Negative,0.0,0.02,0.98,93.33276899516916,93.38074602038851,92.7599141739284,93.48857927443458
2,15,Negative,0.03,0.05,0.92,102.29857445053068,102.26473221625184,103.76098825027344,103.28628606999432
2,16,Negative,0.01,0.02,0.97,97.83248367624748,100.02843632265018,98.57733487881217,98.95372054333755
2,17,Negative,0.06,0.07,0.87,108.74941809250214,107.97750138900398,110.49657879256864,108.92848871995976
2,18,Negative,0.01,0.02,0.97,85.94292925605879,86.8487836856259,86.19451636834714,84.32526509919859
2,19,Negative,0.02,0.01,0.97,93.68138116580371,93.60481860732392,93.5014719495777,91.72349974999986
2,20,Negative,0.02,0.02,0.96,84.97692712409054,85.61608634928069,86.6261913681775,85.23397241969485
2,21,Negative,0.04,0.08,0.88,111.92857799839749,113.27741944826148,114.25287484163148,111.61966203321532
2,22,Negative,0.01,0.02,0.97,98.89607779805992,98.43791622145984,98.9938176523599,99.16312660295984
2,23,Negative,0.03,0.1,0.87,118.18542197586868,116.87609608825102,114.75372082918472,116.48241412367742
2,24,Negative,0.01,0.02,0.97,88.24783701282286,88.63101826200887,87.58246209767157,88.5904258875301
2,25,Negative,0.05,0.08,0.87,107.01718180037966,108.82992659656072,106.70819805738051,106.34890883680087
2,26,Negative,0.12,0.41,0.47,171.2151777165759,167.12631306647825,170.83965928572263,167.42244189221276
2,27,Negative,0.01,0.02,0.97,85.39411913559633,86.87765960364385,85.27487393696794,86.1894219381166
2,28,Negative,0.05,0.08,0.87,109.0186892312339,107.64777312498389,108.5721702966664,109.4976514736868
2,29,Negative,0.05,0.08,0.87,113.24444486102531,110.86597816234077,111.42044404645368,111.98031794406393
2,30,Negative,0.0,0.02,0.98,97.29725300214308,99.61989472251612,99.02296725331188,98.35982898843643
2,31,Negative,0.0,0.04,0.96,97.30421100039256,96.13218752356494,95.16257846713108,99.00881908911816
2,32,Negative,0.08,0.14,0.78,127.19931961027515,127.6059992248982,131.36994929385935,128.61629099372777
2,33,Negative,0.0,0.02,0.98,88.89071923037238,88.7315794478078,88.43872647760782,87.8661881204348
2,34,Negative,0.03,0.01,0.96,87.18878456576527,86.44657226103294,87.36601475955598,87.09428922151267
2,35,Negative,0.01,0.02,0.97,80.55667371091499,81.7350747403155,81.75360587210719,80.3426599061035
2,36,Negative,0.03,0.01,0.96,98.54514952537932,97.04548371604596,95.80622746805876,96.5456826586663
2,37,Negative,0.0,0.02,0.98,96.48821685576767,95.73581679078484,97.07133185917218,96.82961345052342
2,38,Negative,0.06,0.22,0.72,136.26111790810296,137.59416430200827,139.78676314018026,138.09175841836912
2,39,Negative,0.0,0.02,0.98,100.1481160313454,98.92790039858431,98.8446848446415,99.35501343036952
2,40,Negative,0.02,0.08,0.9,104.04940000687554,105.41800936011624,106.13817251223576,106.46510033836216
2,41,Negative,0.01,0.02,0.97,89.03723602260675,88.16584093416401,88.09152255692368,89.00868438370514
2,42,Negative,0.03,0.15,0.82,127.46213030939998,127.201858880661,130.47311913089715,130.10374964036316
2,43,Negative,0.01,0.02,0.97,85.00951601125149,84.04921027868744,86.12539857946092,84.4423641205372
2,44,Negative,0.01,0.03,0.96,95.58900204421889,96.16767172093677,94.20491103297512,94.54374555015217
2,45,Negative,0.03,0.1,0.87,112.44081014804787,113.94924248686954,113.52515438704243,113.95467581220704
2,46,Negative,0.0,0.02,0.98,86.85389450106135,87.86902057599445,86.31161796210085,87.26707708298642
2,47,Negative,0.03,0.11,0.86,109.0877180528998,109.41692331042952,110.82041007457929,109.82819068310432
2,48,Negative,0.04,0.08,0.88,113.14559085074058,112.15583765845008,112.7239335124682,112.52274803205712
2,49,Negative,0.05,0.07,0.88,104.1361523770259,105.01732195734412,104.87669625198504,105.10745082098754
2,50,Negative,0.0,0.02,0.98,87.92837295575788,86.96593720528824,88.20999924167728,89.21287080847861
2,51,Negative,0.03,0.03,0.94,93.99977050686118,95.39745972601816,94.9180545163153,94.29526801902296
2,52,Negative,0.03,0.01,0.96,92.9791385483436,93.34100852990196,91.79955074677936,91.51791867555482
2,53,Negative,0.01,0.02,0.97,86.16830288460858,88.3351681746484,88.62408338351548,88.31806191041858
2,54,Negative,0.0,0.02,0.98,86.6212923426886,86.09738042136883,84.40962804403233,86.8258173695724
2,55,Negative,0.01,0.03,0.96,90.85476478352284,90.68387608030912,91.5602425038233,93.82965324966848
2,56,Negative,0.04,0.07,0.89,87.58872338064697,89.23441742183758,90.47905277329149,88.57043365148354
2,57,Negative,0.04,0.09,0.87,113.3989597799901,112.61561123676483,111.0838960551514,114.09343331703394
2,58,Negative,0.02,0.02,0.96,96.5245778740329,95.47864269055792,95.59483749714492,98.00431041518704
2,59,Negative,0.02,0.02,0.96,92.16989583017164,92.2569757695515,91.17245280669658,91.75031051655913
2,60,Negative,0.04,0.11,0.85,115.94874972375726,109.72646729973218,117.30299428195843,114.8408471994536
2,61,Negative,0.03,0.09,0.88,108.90922974700516,107.91934888914987,109.317162158114,110.99036896997028
2,62,Negative,0.03,0.12,0.85,113.7640305015912,113.66126265071448,115.7174225218372,111.81633229331815
2,63,Negative,0.01,0.02,0.97,101.54202468661066,98.93483933382896,101.42629844710967,100.48410837655786
2,64,Negative,0.01,0.02,0.97,90.84643812331944,90.42181262822902,88.71742399640453,89.99659569542001
2,65,Negative,0.0,0.02,0.98,88.51828724471216,86.36354325359594,86.12418661673541,88.04716930119997
2,66,Negative,0.02,0.02,0.96,88.08933832273084,88.94895046120007,88.26597449275295,88.46544736456832
2,67,Negative,0.02,0.03,0.95,103.00691919152148,101.2697263338111,103.48441603036144,103.81708417453616
2,68,Negative,0.01,0.03,0.96,95.53874516289142,98.44153374674153,97.24271833681246,98.08080011233648
2,69,Negative,0.01,0.02,0.97,79.17069354702741,80.86341208625919,79.31850045704525,81.25300831897988
2,70,Negative,0.01,0.02,0.97,89.50342092288065,90.39704862742082,88.6686575100062,89.13827923631976
2,71,Negative,0.01,0.03,0.96,82.8634493115893,82.276303407677,80.51716842534506,84.32319281709778
